"Landmark","Arm","Taxon","MeanRecoveryContribution","SE","n"
"Later post-index","Auto-FMT","Acetobacter (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Acetobacteraceae (family)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Acholeplasma (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Achromobacter (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Acidaminococcus (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Acidimicrobiales (order)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Acidobacteriaceae (family)",-4.28211440799905e-06,3.88240420729373e-06,13
"Later post-index","Auto-FMT","Acinetobacter (genus)",-4.53171592901998e-06,1.17253830047953e-06,13
"Later post-index","Auto-FMT","Actinobacillus (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Actinobaculum (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Actinomyces (genus)",0.0121860603923164,0.00776033586149085,13
"Later post-index","Auto-FMT","Actinomycetaceae (family)",-2.53933415939155e-05,2.69972393000232e-05,13
"Later post-index","Auto-FMT","Actinomycetales (order)",-4.07854433611798e-06,1.05528447043158e-06,13
"Later post-index","Auto-FMT","Actinopolysporaceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Adlercreutzia (genus)",-0.000404169133039138,0.000213192235683463,13
"Later post-index","Auto-FMT","Aerococcaceae (family)",-1.81268637160799e-06,4.69015320191812e-07,13
"Later post-index","Auto-FMT","Aerococcus (genus)",-2.26585796450999e-06,5.86269150239765e-07,13
"Later post-index","Auto-FMT","Aeromicrobium (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Aeromonadaceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Afifella (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Aggregatibacter (genus)",4.67050525384028e-05,4.86197011815658e-05,13
"Later post-index","Auto-FMT","Agrobacterium (genus)",-1.81268637160799e-06,4.69015320191812e-07,13
"Later post-index","Auto-FMT","Agromyces (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Akkermansia (genus)",-0.0393788481745222,0.0271669731332272,13
"Later post-index","Auto-FMT","Alcaligenaceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Alicyclobacillus (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Allobaculum (genus)",-1.71997481174912e-05,7.7056253007676e-06,13
"Later post-index","Auto-FMT","Alloiococcus (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Alphaproteobacteria (class)",-1.81268637160799e-06,4.69015320191812e-07,13
"Later post-index","Auto-FMT","Anaerobacillus (genus)",8.37244963171613e-06,1.08362830223209e-05,13
"Later post-index","Auto-FMT","Anaerobrancaceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Anaerococcus (genus)",-0.000180576914638129,0.000154950208906902,13
"Later post-index","Auto-FMT","Anaerofilum (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Anaeroplasma (genus)",4.4491919779002e-06,4.89659044996117e-06,13
"Later post-index","Auto-FMT","Anaerostipes (genus)",-2.04810343456616e-05,1.09571662859688e-05,13
"Later post-index","Auto-FMT","Anaerotruncus (genus)",-0.000253944995443171,0.000127375569284818,13
"Later post-index","Auto-FMT","Anoxybacillus (genus)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Aquicella (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Arcanobacterium (genus)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Arctic97B-4 (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Arthrobacter (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Atopobium (genus)",0.00022543670875513,0.000191452297520832,13
"Later post-index","Auto-FMT","Azorhizobium (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Azospira (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","BD7-3 (order)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","BF311 (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Bacillaceae (family)",-1.81268637160799e-06,4.69015320191812e-07,13
"Later post-index","Auto-FMT","Bacillales (order)",-1.66017806325813e-05,2.16471494169054e-05,13
"Later post-index","Auto-FMT","Bacilli (class)",1.88701608233247e-06,5.1609726326389e-06,13
"Later post-index","Auto-FMT","Bacillus (genus)",0.0173006275090887,0.0182204679619763,13
"Later post-index","Auto-FMT","Bacteria (kingdom)",-1.81268637160799e-06,4.69015320191812e-07,13
"Later post-index","Auto-FMT","Bacteroidales (order)",0.000144782358858845,0.000123901118916274,13
"Later post-index","Auto-FMT","Bacteroides (genus)",-0.0315893231943283,0.0336628946482733,13
"Later post-index","Auto-FMT","Balneimonas (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Beijerinckiaceae (family)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Betaproteobacteria (class)",-1.81268637160799e-06,4.69015320191812e-07,13
"Later post-index","Auto-FMT","Bifidobacteriaceae (family)",0.000254363494133831,0.00027680360824449,13
"Later post-index","Auto-FMT","Bifidobacterium (genus)",-0.00603809485766146,0.0086004105914942,13
"Later post-index","Auto-FMT","Bilophila (genus)",-0.000237907250403157,0.000167946897896063,13
"Later post-index","Auto-FMT","Blattabacteriaceae (family)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Blautia (genus)",-0.138825576257639,0.0317469744541296,13
"Later post-index","Auto-FMT","Bosea (genus)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Bradyrhizobiaceae (family)",5.41855732510447e-07,3.27548002524202e-06,13
"Later post-index","Auto-FMT","Bradyrhizobium (genus)",-1.81268637160799e-06,4.69015320191812e-07,13
"Later post-index","Auto-FMT","Brevibacillus (genus)",-3.17220115031399e-06,8.20776810335671e-07,13
"Later post-index","Auto-FMT","Brevibacteriaceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Brevibacterium (genus)",-2.71902955741199e-06,7.03522980287718e-07,13
"Later post-index","Auto-FMT","Brochothrix (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Bulleidia (genus)",-2.71902955741199e-06,7.03522980287718e-07,13
"Later post-index","Auto-FMT","Burkholderia (genus)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Butyricimonas (genus)",-5.43805911482398e-06,1.40704596057544e-06,13
"Later post-index","Auto-FMT","Butyrivibrio (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","CAB-I (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","CF231 (genus)",-8.75225638554906e-05,8.70995426879578e-05,13
"Later post-index","Auto-FMT","CFB-26 (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","CW040 (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Campylobacter (genus)",-1.81268637160799e-06,4.69015320191812e-07,13
"Later post-index","Auto-FMT","Candidatus Phytoplasma (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Candidatus Portiera (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Candidatus Rhodoluna (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Candidatus Solibacter (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Candidatus Xiphinematobacter (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Capnocytophaga (genus)",-3.17220115031399e-06,8.20776810335671e-07,13
"Later post-index","Auto-FMT","Catabacteriaceae (family)",5.4778266645112e-06,6.43814991508416e-06,13
"Later post-index","Auto-FMT","Catenibacterium (genus)",-0.00556710338496511,0.00556643641383992,13
"Later post-index","Auto-FMT","Caulobacteraceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Cellulomonas (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Cellulosimicrobium (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Cellvibrio (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Cenarchaeaceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Chitinophagaceae (family)",-5.43805911482398e-06,1.40704596057544e-06,13
"Later post-index","Auto-FMT","Chlamydiae (phylum)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Chlamydiia (class)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Chloroflexaceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Chloroflexales (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Chromatiaceae (family)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Chromatiales (order)",-2.26585796450999e-06,5.86269150239765e-07,13
"Later post-index","Auto-FMT","Chthoniobacter (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Citrobacter (genus)",0.00198684657798501,0.00218790382173389,13
"Later post-index","Auto-FMT","Clavibacter (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Cloacibacillus (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Clostridiaceae (family)",0.00600935275878699,0.00547334193973832,13
"Later post-index","Auto-FMT","Clostridiales (order)",-0.00724492472604817,0.00447866531723743,13
"Later post-index","Auto-FMT","Clostridium (genus)",-0.00164846058638358,0.00140832011759974,13
"Later post-index","Auto-FMT","Cohnella (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Collinsella (genus)",-0.000510143049962997,0.00023325258977622,13
"Later post-index","Auto-FMT","Colwelliaceae (family)",4.11279616628341e-06,4.96416329259241e-06,13
"Later post-index","Auto-FMT","Comamonadaceae (family)",-3.62537274321599e-06,9.38030640383624e-07,13
"Later post-index","Auto-FMT","Conexibacteraceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Coprobacillus (genus)",-0.00227717025166216,0.00264233132040523,13
"Later post-index","Auto-FMT","Coprococcus (genus)",-0.0116265764065278,0.00544878437468827,13
"Later post-index","Auto-FMT","Coriobacteriaceae (family)",-0.000282977457398254,0.000282724372215725,13
"Later post-index","Auto-FMT","Corynebacterium (genus)",0.000311019472488576,0.000235542767205069,13
"Later post-index","Auto-FMT","Coxiella (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Cryocola (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Cryomorphaceae (family)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Cupriavidus (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Curtobacterium (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Cytophagaceae (family)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","DA101 (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","DHVE3 (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Dehalococcoidaceae (family)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Deinococcus (genus)",-4.53171592901998e-06,1.17253830047953e-06,13
"Later post-index","Auto-FMT","Deltaproteobacteria (class)",-2.71902955741199e-06,7.03522980287718e-07,13
"Later post-index","Auto-FMT","Demequina (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Dermabacter (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Dermabacteraceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Dermacoccus (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Desulfarculus (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Desulfobacca (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Desulfobacteraceae (family)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Desulfobulbaceae (family)",1.81676318442429e-05,2.34608492371882e-05,13
"Later post-index","Auto-FMT","Desulfococcus (genus)",-4.33676574221103e-05,3.32865316617443e-05,13
"Later post-index","Auto-FMT","Desulfomonile (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Desulfosporomusa (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Desulfovibrio (genus)",-0.000114507880380184,9.66639310964584e-05,13
"Later post-index","Auto-FMT","Desulfovibrionaceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Devosia (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Dialister (genus)",-3.41900142363541e-05,3.11401576293361e-05,13
"Later post-index","Auto-FMT","Dietzia (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Dorea (genus)",-0.024276461874553,0.00764627662909741,13
"Later post-index","Auto-FMT","Dysgonomonas (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","EB1017 (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Eggerthella (genus)",-0.00204267513529192,0.00107452421529074,13
"Later post-index","Auto-FMT","Eikenella (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Ellin515 (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Ellin6529 (class)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Endozoicimonaceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Enterobacter (genus)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Enterobacteriaceae (family)",0.125740358102772,0.0704915891568649,13
"Later post-index","Auto-FMT","Enterococcus (genus)",0.000283384856900038,0.000253714361273936,13
"Later post-index","Auto-FMT","Epulopiscium (genus)",-4.23549487388088e-05,3.88134458197215e-05,13
"Later post-index","Auto-FMT","Erwinia (genus)",0.00157214108913676,0.00127294022999446,13
"Later post-index","Auto-FMT","Erysipelothrix (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Erysipelotrichaceae (family)",-0.00277056567930093,0.00276523687763856,13
"Later post-index","Auto-FMT","Erythrobacteraceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Exiguobacteraceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Exiguobacterium (genus)",-1.81268637160799e-06,4.69015320191812e-07,13
"Later post-index","Auto-FMT","F16 (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Facklamia (genus)",-1.32814897344515e-06,7.03141287065727e-07,13
"Later post-index","Auto-FMT","Faecalibacterium (genus)",-0.0149751971420015,0.03325902716736,13
"Later post-index","Auto-FMT","Filifactor (genus)",9.79450349856998e-05,9.84232238728193e-05,13
"Later post-index","Auto-FMT","Finegoldia (genus)",-7.42962951118424e-05,5.85816066113123e-05,13
"Later post-index","Auto-FMT","Firmicutes (phylum)",-0.000264868781763416,0.000214800064101109,13
"Later post-index","Auto-FMT","Flammeovirgaceae (family)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Flavobacteriaceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Flavobacteriales (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Flavobacterium (genus)",-9.96977504384396e-06,2.57958426105497e-06,13
"Later post-index","Auto-FMT","Flectobacillus (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Francisellaceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Friedmanniella (genus)",-1.81268637160799e-06,4.69015320191812e-07,13
"Later post-index","Auto-FMT","Fructobacillus (genus)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Fusobacteriaceae (family)",0.0014895155360182,0.00646864533953141,13
"Later post-index","Auto-FMT","Fusobacteriales (order)",-3.27095112024857e-05,3.13558026547264e-05,13
"Later post-index","Auto-FMT","Fusobacterium (genus)",-0.00204774347923456,0.00187567087813528,13
"Later post-index","Auto-FMT","GCA004 (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","GMD14H09 (order)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","GW-22 (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Gallionella (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Gammaproteobacteria (class)",-2.71902955741199e-06,7.03522980287718e-07,13
"Later post-index","Auto-FMT","Gardnerella (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Gemella (genus)",-5.7343813240943e-05,4.96473892918505e-05,13
"Later post-index","Auto-FMT","Gemellaceae (family)",5.97742825104931e-06,1.03830183780991e-05,13
"Later post-index","Auto-FMT","Gemellales (order)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Gemmata (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Gemmataceae (family)",-2.26585796450999e-06,5.86269150239765e-07,13
"Later post-index","Auto-FMT","Gemmatimonadetes (class)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Geobacillus (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Geobacter (genus)",-0.000207525864058174,0.000204155585549574,13
"Later post-index","Auto-FMT","Geobacteraceae (family)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Gluconacetobacter (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Glycomyces (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Gordonia (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Granulicatella (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","HOC36 (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","HTCC2207 (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Haemophilus (genus)",-0.00141840073336314,0.00107788277146892,13
"Later post-index","Auto-FMT","Helcococcus (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Helicobacter (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Hirschia (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Holdemania (genus)",-0.000124758610285809,0.000104910347561475,13
"Later post-index","Auto-FMT","Hymenobacter (genus)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Hyphomicrobiaceae (family)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Hyphomonadaceae (family)",-7.10834106178047e-06,3.52716023239445e-06,13
"Later post-index","Auto-FMT","JG30-KF-CM45 (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","JTB36 (family)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Janthinobacterium (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Jeotgalicoccus (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Kingella (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Klebsiella (genus)",0.00286704469652641,0.00306349322436547,13
"Later post-index","Auto-FMT","Kocuria (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Koribacteraceae (family)",-2.26585796450999e-06,5.86269150239765e-07,13
"Later post-index","Auto-FMT","LD1-PB3 (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Lachnobacterium (genus)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Lachnospira (genus)",0.000612487931004793,0.000734816165573311,13
"Later post-index","Auto-FMT","Lachnospiraceae (family)",-0.053932716000214,0.0178103884960659,13
"Later post-index","Auto-FMT","Lactobacillaceae (family)",0.000254205357016454,0.000260228603152757,13
"Later post-index","Auto-FMT","Lactobacillales (order)",-2.32314404277062e-05,1.23384742017706e-05,13
"Later post-index","Auto-FMT","Lactobacillus (genus)",0.042945683744928,0.0318431691303291,13
"Later post-index","Auto-FMT","Lactococcus (genus)",0.0509364774897185,0.0360404967337464,13
"Later post-index","Auto-FMT","Lautropia (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Legionella (genus)",-8.17659046195547e-07,3.57295960884187e-06,13
"Later post-index","Auto-FMT","Legionellaceae (family)",-9.51660345094196e-06,2.46233043100701e-06,13
"Later post-index","Auto-FMT","Legionellales (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Lentzea (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Leptotrichia (genus)",-1.77843454144257e-06,4.87405271446892e-06,13
"Later post-index","Auto-FMT","Leucobacter (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Leuconostoc (genus)",5.17460734975864e-05,4.45066856627329e-05,13
"Later post-index","Auto-FMT","Leuconostocaceae (family)",-0.00733663981929652,0.0130614926953835,13
"Later post-index","Auto-FMT","Leucothrix (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Limnohabitans (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Listeriaceae (family)",0.266888960545138,0.101133114855906,13
"Later post-index","Auto-FMT","Luteimonas (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Luteolibacter (genus)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Lysinibacillus (genus)",-1.94027589012759e-05,1.8068171628837e-05,13
"Later post-index","Auto-FMT","MIZ46 (order)",-6.34440230062798e-06,1.64155362067134e-06,13
"Later post-index","Auto-FMT","MKC10 (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Macrococcus (genus)",2.47439663027964e-06,7.50982452758821e-06,13
"Later post-index","Auto-FMT","Megamonas (genus)",-1.55832544040284e-05,1.35249703831499e-05,13
"Later post-index","Auto-FMT","Megasphaera (genus)",-0.00512060010446831,0.00631101163290103,13
"Later post-index","Auto-FMT","Methanobrevibacter (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Methylacidiphilales (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Methylibium (genus)",-1.49140229153281e-05,1.31459562523944e-05,13
"Later post-index","Auto-FMT","Methylobacillus (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Methylobacteriaceae (family)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Methylobacterium (genus)",-4.07854433611798e-06,1.05528447043158e-06,13
"Later post-index","Auto-FMT","Methylococcales (order)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Microbacteriaceae (family)",-2.26585796450999e-06,5.86269150239765e-07,13
"Later post-index","Auto-FMT","Microbacterium (genus)",1.60181441850633e-05,1.54986341765787e-05,13
"Later post-index","Auto-FMT","Micrococcaceae (family)",-5.89123070772598e-06,1.52429979062339e-06,13
"Later post-index","Auto-FMT","Micrococcales (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Micrococcus (genus)",1.28581652951637e-06,2.22491889836408e-06,13
"Later post-index","Auto-FMT","Micromonosporaceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Mitsuokella (genus)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Mobiluncus (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Modestobacter (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Mogibacterium (genus)",-8.23874005679827e-05,0.000100117179453849,13
"Later post-index","Auto-FMT","Mollicutes (class)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Morganella (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Moryella (genus)",-3.62537274321599e-06,9.38030640383624e-07,13
"Later post-index","Auto-FMT","Mucispirillum (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Mycobacterium (genus)",5.41855732510446e-07,3.27548002524202e-06,13
"Later post-index","Auto-FMT","Mycoplasma (genus)",-1.35951477870599e-06,3.51761490143859e-07,13
"Later post-index","Auto-FMT","Myroides (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Myxococcales (order)",-4.07854433611798e-06,1.05528447043158e-06,13
"Later post-index","Auto-FMT","N1423WL (order)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Negativicoccus (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Neisseria (genus)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Neisseriaceae (family)",-9.06343185803997e-07,2.34507660095906e-07,13
"Later post-index","Auto-FMT","Nitrobacter (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Nitrospira (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Nocardioidaceae (family)",-2.71902955741199e-06,7.03522980287718e-07,13
"Later post-index","Auto-FMT","Nocardioides (genus)",-4.53171592901998e-07,1.17253830047953e-07,13
"Later post-index","Auto-FMT","Nocardiopsaceae (family)",-4.53171592901998e-07,1.17253830047953e-07,13
