"Transition","TransitionOrder","ParticipantID","BeforeSampleID","AfterSampleID","BeforeDay","AfterDay","Taxon","BeforeRelativeAbundance","AfterRelativeAbundance","HRICContribution","SimpsonDirectionContribution","PielouEntropyContribution"
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"CAB-I (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"CF231 (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"CFB-26 (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"CW040 (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Campylobacter (genus)",0,0,1.6156782568239e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Candidatus Phytoplasma (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Candidatus Portiera (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Candidatus Rhodoluna (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Candidatus Solibacter (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Candidatus Xiphinematobacter (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Capnocytophaga (genus)",0,0,2.82743694944183e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Catabacteriaceae (family)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Catenibacterium (genus)",0,0,7.27055215570757e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Caulobacteraceae (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Cellulomonas (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Cellulosimicrobium (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Cellvibrio (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Cenarchaeaceae (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Chitinophagaceae (family)",0,0,4.84703477047171e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Chlamydiae (phylum)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Chloroflexaceae (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Chloroflexales (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Chloroflexi (phylum)",0,0,1.6156782568239e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Chromatiaceae (family)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Chromatiales (order)",0,0,2.01959782102988e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Chthoniobacter (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Citrobacter (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Clavibacter (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Cloacibacillus (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Clostridiaceae (family)",7.07438718121043e-05,0,6.6972576742431e-05,5.00469539896744e-09,-0.000163172262112694
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Clostridiales (order)",0.00208694421845708,8.19873739444126e-05,0.00188835178582057,4.34861424146512e-06,-0.00292267727358062
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Clostridium (genus)",0,0,1.61567825682391e-06,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Cohnella (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Collinsella (genus)",0,0,1.09058282335614e-06,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Colwelliaceae (family)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Comamonadaceae (family)",0,0,3.23135651364781e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Conexibacteraceae (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Coprobacillus (genus)",0,0.000163974747888825,-0.000142503729056353,-2.68877179452038e-08,0.000344941378765034
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Coprococcus (genus)",0.00187471260302076,0.0191440518160203,-0.0165076189388383,-0.00034524985339826,0.0156307857185671
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Coriobacteriaceae (family)",0.000601322910402886,0.000163974747888825,0.000406079782509952,3.34701524630194e-07,-0.0007314266677455
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Corynebacterium (genus)",0,0,1.93881390818869e-06,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Coxiella (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Cryocola (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Cryomorphaceae (family)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Cupriavidus (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Curtobacterium (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Cytophagaceae (family)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"DA101 (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"DHVE3 (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Dehalococcoidaceae (family)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Deinococcus (genus)",0,0,4.03919564205976e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Demequina (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Dermabacter (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Dermabacteraceae (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Dermacoccus (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Desulfarculus (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Desulfobacca (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Desulfobacteraceae (family)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Desulfobulbaceae (family)",0,0,4.44311520626574e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Desulfococcus (genus)",0,0,3.23135651364781e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Desulfomonile (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Desulfosporomusa (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Desulfovibrio (genus)",0,0,3.23135651364781e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Desulfovibrionaceae (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Devosia (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Dialister (genus)",0,0,2.82743694944183e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Dietzia (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Dorea (genus)",0,0,5.17017042183649e-06,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Dysgonomonas (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"EB1017 (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Eggerthella (genus)",0,0,6.05879346308964e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Eikenella (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Ellin515 (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Endozoicimonaceae (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Enterobacter (genus)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Enterobacteriaceae (family)",7.07438718121043e-05,0,6.2650637405427e-05,5.00469539896744e-09,-0.000163172262112694
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Enterococcus (genus)",0,0,1.05019086693554e-06,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Epulopiscium (genus)",0,0,3.23135651364781e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Erwinia (genus)",0,0,4.03919564205976e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Erysipelothrix (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Erysipelotrichaceae (family)",0,0,4.84703477047171e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Erythrobacteraceae (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Exiguobacteraceae (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Exiguobacterium (genus)",0,0,1.6156782568239e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"F16 (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Facklamia (genus)",0,0,1.6156782568239e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Faecalibacterium (genus)",0,0,2.58508521091825e-06,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Filifactor (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Finegoldia (genus)",0,0,3.63527607785378e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Firmicutes (phylum)",0,0,4.03919564205977e-06,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Flammeovirgaceae (family)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Flavobacteriaceae (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Flavobacteriales (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Flavobacterium (genus)",0,0,8.88623041253147e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Flectobacillus (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Francisellaceae (family)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Friedmanniella (genus)",0,0,1.6156782568239e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Fructobacillus (genus)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Fusobacteriaceae (family)",0.00183934066711471,0.000286955808805444,0.00145558167834577,3.3008304534948e-06,-0.00223119359501522
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Fusobacteriales (order)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Fusobacterium (genus)",0,0,1.13097477977673e-06,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"GCA004 (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"GMD14H09 (order)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"GW-22 (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Gallionella (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Gardnerella (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Gemella (genus)",0.000106115807718156,0,9.07385603094997e-05,1.12605646476767e-08,-0.000234373674577846
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Gemellaceae (family)",0,0,3.63527607785378e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Gemellales (order)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Gemmata (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Gemmataceae (family)",0,0,2.01959782102988e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Gemmatimonadetes (phylum)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Geobacillus (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Geobacter (genus)",0,0,3.23135651364781e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Geobacteraceae (family)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Gluconacetobacter (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Glycomyces (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Gordonia (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Granulicatella (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"HOC36 (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"HTCC2207 (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Haemophilus (genus)",0,0,2.42351738523586e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Helcococcus (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Helicobacter (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Hirschia (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Holdemania (genus)",0.000778182589933147,0.0084856932032467,-0.00734587020073961,-7.14014209963522e-05,0.00842357284927871
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Hymenobacter (genus)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Hyphomicrobiaceae (family)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Hyphomonadaceae (family)",0,0,3.23135651364781e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"JG30-KF-CM45 (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"JTB36 (family)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Janthinobacterium (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Jeotgalicoccus (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Kingella (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Klebsiella (genus)",0,0,5.25095433467769e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Kocuria (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Koribacteraceae (family)",0,0,2.01959782102988e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"LD1-PB3 (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Lachnobacterium (genus)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Lachnospira (genus)",0,0,7.27055215570757e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Lachnospiraceae (family)",0.14757171660005,0.165901451176519,-0.0182250630331913,-0.00457741802814561,0.00108090771623152
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Lactobacillaceae (family)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Lactobacillales (order)",0,0,6.05879346308964e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Lactobacillus (genus)",0,0.00869066163810773,-0.00823628883597602,-7.3420274814122e-05,0.0101098334607726
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Lactococcus (genus)",0,0,1.37332651830032e-06,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Lautropia (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Legionella (genus)",0,0,3.23135651364781e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Legionellaceae (family)",0,0,8.4823108483255e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Legionellales (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Lentzea (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Leptotrichia (genus)",0,0,6.05879346308964e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Leucobacter (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Leuconostoc (genus)",0,0,1.41371847472092e-06,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Leuconostocaceae (family)",0,0,8.88623041253147e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Leucothrix (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Limnohabitans (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Listeriaceae (family)",0.00049520710268473,0.0006558989915553,-0.000159038127339269,-2.17503932667144e-07,0.000219924502126434
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Luteimonas (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Luteolibacter (genus)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Lysinibacillus (genus)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"MIZ46 (order)",0,0,5.65487389888366e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"MKC10 (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Macrococcus (genus)",0,0,2.42351738523586e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Megamonas (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Megasphaera (genus)",0,0,1.6964621696651e-06,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Methanobrevibacter (genus)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Methylacidiphilales (order)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Methylibium (genus)",0,0,1.6156782568239e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Methylobacillus (genus)",0,0,4.03919564205976e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Methylobacteriaceae (family)",0,0,1.21175869261793e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Methylobacterium (genus)",0,0,3.63527607785378e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Methylococcales (order)",0,0,8.07839128411952e-08,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Microbacteriaceae (family)",0,0,2.01959782102988e-07,0,0
"0061: day -4 to -3",7,"0061","12277.FMT.0061F","12277.FMT.0061G",-4,-3,"Microbacterium (genus)",0,0,4.03919564205976e-07,0,0
