"method","MethodLabel","Taxon","target_layer","lda_score","significant","total_count","prevalence_n","prevalence_fraction","mean_relative_abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"LEfSe","LEfSe","DQ396070.1.1553","MES",2.12491205611912,TRUE,279,29,0.167630057803468,5.98862185948848e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","JX441586.1.1515","MES",2.12698247542506,TRUE,280,32,0.184971098265896,5.92603216018253e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","uncultured","uncultured",NA
"LEfSe","LEfSe","KF954245.1.1473","MES",2.12804720825647,TRUE,312,24,0.138728323699422,6.22651232246523e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","HQ673776.1.1505","MES",2.12815697935823,TRUE,530,70,0.404624277456647,0.000111408018832753,"Bacteria","Proteobacteria","AEGEAN-245","uncultured",NA,NA
"LEfSe","LEfSe","HQ674077.1.1446","MES",2.12855341927247,TRUE,1809,130,0.751445086705202,0.000421527468676012,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","JX441599.1.1497","MES",2.12858293284784,TRUE,267,33,0.190751445086705,5.96311971507741e-05,"Bacteria","Verrucomicrobia","Arctic97B-4",NA,NA,NA
"LEfSe","LEfSe","HQ672545.1.1447","MES",2.1298031091366,TRUE,825,103,0.595375722543353,0.000193954040653219,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ672424.1.1466","MES",2.13257355578537,TRUE,422,72,0.416184971098266,8.98684429213422e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","JQ222277.1.915","MES",2.13376870253374,TRUE,284,29,0.167630057803468,5.95805986293795e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","AB518965.1.1345","MES",2.13389228670907,TRUE,583,55,0.317919075144509,0.000146346528089036,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas"
"LEfSe","LEfSe","GU302455.1.1513","MES",2.13428046841197,TRUE,238,34,0.196531791907514,6.09693792325132e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"LEfSe","LEfSe","KF227728.1.1316","MES",2.13428506771052,TRUE,955,125,0.722543352601156,0.000219096689869933,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"LEfSe","LEfSe","KF286059.1.1375","MES",2.13501072407936,TRUE,303,30,0.173410404624277,6.45509264596433e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","CEQQ01002407.1651.3153","MES",2.13600760781901,TRUE,846,25,0.144508670520231,0.000186997936610756,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux"
"LEfSe","LEfSe","ABEF01046320.1.1206","MES",2.13680348091981,TRUE,268,28,0.161849710982659,6.11107893228383e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","JYMV01042177.15539.17066","MES",2.1389341522059,TRUE,299,32,0.184971098265896,6.32185282848728e-05,"Bacteria","Poribacteria","hydrothermal",NA,NA,NA
"LEfSe","LEfSe","HQ674219.1.1452","MES",2.14181866844451,TRUE,541,86,0.497109826589595,0.000111961728720317,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","KC522886.1.1355","MES",2.14259525899764,TRUE,364,74,0.427745664739884,8.35509320703956e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SUP05",NA
"LEfSe","LEfSe","GU567977.27128.28545","MES",2.14294572870647,TRUE,353,44,0.254335260115607,7.09560257309084e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"LEfSe","LEfSe","FJ150819.1.1297","MES",2.1431462991991,TRUE,317,37,0.213872832369942,6.49034377635927e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","HQ672652.1.1524","MES",2.14324837056434,TRUE,299,36,0.208092485549133,6.69870821951095e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","JTB255",NA
"LEfSe","LEfSe","GQ337095.1.1485","MES",2.14367851426446,TRUE,353,42,0.242774566473988,7.30612149963872e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","SAR324",NA,NA
"LEfSe","LEfSe","HQ672571.1.1452","MES",2.14620890502281,TRUE,328,40,0.23121387283237,6.54756949699127e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"LEfSe","LEfSe","CEVA01020253.663.2149","MES",2.15034396498346,TRUE,384,42,0.242774566473988,7.75101603430445e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","HQ672491.1.1437","MES",2.15159410708602,TRUE,444,76,0.439306358381503,9.35889224510949e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","LWDU01003499.2479.4016","MES",2.15422964724668,TRUE,334,35,0.202312138728324,7.18329318403439e-05,"Bacteria","PAUC34f","hydrothermal",NA,NA,NA
"LEfSe","LEfSe","HQ674118.1.1512","MES",2.1548248365664,TRUE,246,32,0.184971098265896,6.6738634615774e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","DQ156443.1.1290","MES",2.15556813910308,TRUE,1480,88,0.508670520231214,0.000336151143988208,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","GQ351238.1.1516","MES",2.15598010641817,TRUE,385,36,0.208092485549133,7.46245213697482e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ529887.1.906","MES",2.1581033194863,TRUE,584,42,0.242774566473988,0.000117548004029891,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","GQ337154.1.1460","MES",2.15820405395531,TRUE,295,33,0.190751445086705,6.72651963741776e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","uncultured"
"LEfSe","LEfSe","HQ673707.1.1277","MES",2.15931770223085,TRUE,340,43,0.248554913294798,6.66264981114039e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","HQ673419.1.1446","MES",2.16009440558195,TRUE,318,49,0.283236994219653,6.82080721218619e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","KT383846.1.1477","MES",2.16122621066949,TRUE,316,28,0.161849710982659,6.83147828805904e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Croceicoccus"
"LEfSe","LEfSe","HQ672474.1.1438","MES",2.1615873197153,TRUE,357,43,0.248554913294798,7.25184876553322e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","GQ346805.1.1398","MES",2.16197367855774,TRUE,434,48,0.277456647398844,0.000121967496173878,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","EU799242.1.1477","MES",2.16209348109446,TRUE,578,81,0.468208092485549,0.000140417689826054,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","DQ300544.1.1291","MES",2.16453418942795,TRUE,297,21,0.121387283236994,7.05838699142592e-05,"Archaea","Thaumarchaeota","AK59","uncultured",NA,NA
"LEfSe","LEfSe","GQ337307.1.1517","MES",2.16503256895205,TRUE,343,39,0.225433526011561,8.91995362929105e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","ZD0405","uncultured"
"LEfSe","LEfSe","HQ673726.1.1522","MES",2.1654611336225,TRUE,531,64,0.369942196531792,0.000106636876804983,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ673863.1.1457","MES",2.16746008431881,TRUE,567,84,0.485549132947977,0.000119648248818796,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ672330.1.1478","MES",2.1687562010174,TRUE,502,67,0.38728323699422,0.000100265377902481,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996",NA
"LEfSe","LEfSe","KF227616.1.1341","MES",2.17130660853487,TRUE,597,23,0.132947976878613,0.000138583650090415,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","uncultured"
"LEfSe","LEfSe","AACY020430088.197.1720","MES",2.17198530966073,TRUE,2807,98,0.566473988439306,0.000546134618329199,"Bacteria","Proteobacteria","AEGEAN-245","marine",NA,NA
"LEfSe","LEfSe","HQ673940.1.1483","MES",2.17402597139235,TRUE,351,50,0.289017341040462,7.74058570392468e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured"
"LEfSe","LEfSe","JQ612283.1.1522","MES",2.17438812895681,TRUE,314,33,0.190751445086705,6.73077562437743e-05,"Bacteria","Gemmatimonadetes","BD2-11",NA,NA,NA
"LEfSe","LEfSe","EU491382.1.1515","MES",2.17767751533591,TRUE,378,29,0.167630057803468,8.47032087224968e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"LEfSe","LEfSe","DQ513014.1.1460","MES",2.17767775819457,TRUE,532,73,0.421965317919075,0.00011455969112366,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","FS140-16B-02"
"LEfSe","LEfSe","AB193903.1.1434","MES",2.17872282839691,TRUE,882,101,0.583815028901734,0.000186877594073049,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","JN166296.1.1463","MES",2.17885735633845,TRUE,787,70,0.404624277456647,0.000157781075467361,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"LEfSe","LEfSe","JQ221090.1.914","MES",2.18003029442823,TRUE,369,33,0.190751445086705,7.44183538657883e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","JX441518.1.1519","MES",2.18219357878914,TRUE,405,45,0.260115606936416,8.16961018059872e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ672313.1.1513","MES",2.18229528897095,TRUE,331,34,0.196531791907514,6.74792275675404e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","JX441594.1.1509","MES",2.18355339702748,TRUE,343,32,0.184971098265896,7.34944371821992e-05,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina"
"LEfSe","LEfSe","KJ761090.1.1801","MES",2.18373490907889,TRUE,402,31,0.179190751445087,7.48177659047693e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"LEfSe","LEfSe","JQ227337.1.1307","MES",2.18429946173648,TRUE,393,48,0.277456647398844,9.86618780531846e-05,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","FJ150810.1.1353","MES",2.18451317526957,TRUE,435,46,0.265895953757225,7.88504523730603e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","GU567995.12506.13914","MES",2.18640823422675,TRUE,378,43,0.248554913294798,7.77567592548866e-05,"Bacteria","Verrucomicrobia","Opitutae","A714019","uncultured",NA
"LEfSe","LEfSe","GU061423.1.1447","MES",2.18682354429028,TRUE,998,109,0.630057803468208,0.000207495889154859,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"LEfSe","LEfSe","HQ674324.1.1485","MES",2.18688211811667,TRUE,2321,142,0.820809248554913,0.000542703433645425,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"LEfSe","LEfSe","JQ678471.1.1492","MES",2.18770776045603,TRUE,317,26,0.15028901734104,7.18185637278487e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","HQ673936.1.1513","MES",2.18837902079303,TRUE,413,48,0.277456647398844,8.51700766417178e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ674271.1.1518","MES",2.18906625869398,TRUE,335,32,0.184971098265896,6.88290742212942e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"LEfSe","LEfSe","GQ346915.1.1404","MES",2.19039327439824,TRUE,263,27,0.15606936416185,7.48724627721536e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","KJ589966.1.1503","MES",2.19043648211482,TRUE,405,27,0.15606936416185,8.06195214106402e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"LEfSe","LEfSe","HQ673528.1.1465","MES",2.19279053240613,TRUE,328,32,0.184971098265896,6.93818884154422e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116",NA
"LEfSe","LEfSe","HQ672464.1.1524","MES",2.19602126404112,TRUE,521,83,0.479768786127168,0.000116570352665676,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","KJ762628.1.1804","MES",2.19847528084994,TRUE,333,25,0.144508670520231,7.21715245295868e-05,"Eukaryota","SAR","Rhizaria","Retaria","Acantharia","SSRPB68"
"LEfSe","LEfSe","JX441593.1.1515","MES",2.19878351783915,TRUE,345,38,0.219653179190751,7.75728250039396e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"LEfSe","LEfSe","JN832941.1.1347","MES",2.19912108084216,TRUE,454,90,0.520231213872832,0.000123627082733687,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ673198.1.1517","MES",2.20066010822453,TRUE,424,53,0.30635838150289,8.86350906336347e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","uncultured"
"LEfSe","LEfSe","KJ762492.1.1800","MES",2.20218774957002,TRUE,382,33,0.190751445086705,7.57781816024368e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"LEfSe","LEfSe","CETM01003252.1306.2764","MES",2.20335382538489,TRUE,1595,65,0.375722543352601,0.000298407691514823,"Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","uncultured"
"LEfSe","LEfSe","EU035834.1.1439","MES",2.20356892759637,TRUE,471,92,0.531791907514451,0.000121124964782088,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ674035.1.1522","MES",2.20555079136162,TRUE,493,66,0.38150289017341,0.00010230048623245,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","KJ757336.1.1795","MES",2.20611103208245,TRUE,358,21,0.121387283236994,7.01726950555733e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","uncultured"
"LEfSe","LEfSe","AF468289.1.1432","MES",2.20703832315218,TRUE,614,37,0.213872832369942,0.000162817217214488,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oleispira"
"LEfSe","LEfSe","JQ221038.1.914","MES",2.20875348376872,TRUE,329,28,0.161849710982659,7.06036413604595e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","FJ981252.1.917","MES",2.20878545393134,TRUE,355,41,0.236994219653179,7.85077209295466e-05,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","HQ672515.1.1436","MES",2.20907575519519,TRUE,790,101,0.583815028901734,0.000177582149955556,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","JX441498.1.1445","MES",2.20964504190677,TRUE,374,43,0.248554913294798,7.76505764666592e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EU686586.17722.19256","MES",2.2100664200652,TRUE,349,30,0.173410404624277,7.08187396465032e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"LEfSe","LEfSe","KJ757445.1.1806","MES",2.21294227333498,TRUE,522,64,0.369942196531792,0.000123954150319957,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"LEfSe","LEfSe","HQ673287.1.1447","MES",2.21322759750513,TRUE,399,61,0.352601156069364,8.72170849244019e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ673581.1.1458","MES",2.21644752405953,TRUE,344,27,0.15606936416185,7.206695697468e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","ZD0405","uncultured"
"LEfSe","LEfSe","LWDU01042499.49138.50666","MES",2.21706444707311,TRUE,339,31,0.179190751445087,7.45455666041841e-05,"Bacteria","Planctomycetes","Pla3",NA,NA,NA
"LEfSe","LEfSe","HQ673710.1.1445","MES",2.2172746190801,TRUE,491,74,0.427745664739884,0.000103854772533178,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ674022.1.1509","MES",2.21866574899211,TRUE,414,40,0.23121387283237,8.3873851917533e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ673966.1.1436","MES",2.22519604712377,TRUE,446,65,0.375722543352601,9.44277653728243e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ672505.1.1447","MES",2.22546792350557,TRUE,845,108,0.624277456647399,0.000203633296443495,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","GQ337218.1.1501","MES",2.2260170698763,TRUE,340,32,0.184971098265896,7.5514990379432e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ673502.1.1489","MES",2.22634087060788,TRUE,557,62,0.358381502890173,0.000114073562581994,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ529888.1.911","MES",2.22848341668427,TRUE,353,30,0.173410404624277,7.46206358460404e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","HQ673268.1.1507","MES",2.23035596821521,TRUE,491,35,0.202312138728324,9.95521949129391e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces"
"LEfSe","LEfSe","HQ674446.1.1499","MES",2.23186155476025,TRUE,361,20,0.115606936416185,7.44860891120432e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"LEfSe","LEfSe","KJ763855.1.1798","MES",2.2319710290164,TRUE,447,43,0.248554913294798,8.82316266575558e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"LEfSe","LEfSe","DQ395759.1.1492","MES",2.23230153162785,TRUE,610,64,0.369942196531792,0.000138818716424909,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","FS140-16B-02"
"LEfSe","LEfSe","KJ589896.1.1506","MES",2.23250693237919,TRUE,370,36,0.208092485549133,7.64977994111303e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"LEfSe","LEfSe","JN015204.1.1476","MES",2.23329779934503,TRUE,363,30,0.173410404624277,7.56026779864137e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"LEfSe","LEfSe","LUPL01000009.561.2058","MES",2.23398772103094,TRUE,466,33,0.190751445086705,9.45443683387725e-05,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"LEfSe","LEfSe","HQ673801.1.1443","MES",2.23478626810885,TRUE,796,97,0.560693641618497,0.000166259803574151,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ673013.1.1462","MES",2.23517616239683,TRUE,660,86,0.497109826589595,0.000140670958736331,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","KJ757677.1.1825","MES",2.23523011098088,TRUE,399,32,0.184971098265896,7.74701820664956e-05,"Eukaryota","SAR","Rhizaria","Retaria","Polycystinea","Spumellaria"
"LEfSe","LEfSe","DQ228613.1.1349","MES",2.23542633531122,TRUE,396,42,0.242774566473988,8.29082960907281e-05,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","CERQ01119481.987.2442","MES",2.23656785954657,TRUE,581,49,0.283236994219653,0.000124814592363438,"Bacteria","Saccharibacteria","marine",NA,NA,NA
"LEfSe","LEfSe","HQ529898.1.916","MES",2.23724271995958,TRUE,379,29,0.167630057803468,7.56137251569888e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","HQ672574.1.1497","MES",2.24104636475604,TRUE,776,85,0.491329479768786,0.000167357241733104,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","JN166321.1.1503","MES",2.24167736767594,TRUE,719,71,0.410404624277457,0.000139023162363211,"Bacteria","Verrucomicrobia","Opitutae","MB11C04",NA,NA
"LEfSe","LEfSe","GQ337168.1.1436","MES",2.24235773689966,TRUE,742,104,0.601156069364162,0.000169804053445909,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","GQ337166.1.1435","MES",2.24275442835964,TRUE,471,83,0.479768786127168,0.00010200496250075,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","KP005048.1.1401","MES",2.24663992321566,TRUE,365,32,0.184971098265896,7.84842341651403e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"LEfSe","LEfSe","KJ589878.1.1468","MES",2.24767691279382,TRUE,339,30,0.173410404624277,7.90017948690993e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"LEfSe","LEfSe","HQ672258.1.1436","MES",2.24791088954992,TRUE,553,86,0.497109826589595,0.000116181181662715,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","LWDU01000886.2374.3872","MES",2.24915306092366,TRUE,304,41,0.236994219653179,8.15818518602516e-05,"Bacteria","Verrucomicrobia","Arctic97B-4",NA,NA,NA
"LEfSe","LEfSe","HQ163260.1.1400","MES",2.25233900447064,TRUE,359,42,0.242774566473988,8.18333233970111e-05,"Bacteria","Verrucomicrobia","Arctic97B-4",NA,NA,NA
"LEfSe","LEfSe","HQ673245.1.1487","MES",2.25351012298516,TRUE,840,98,0.566473988439306,0.000186361701255794,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","KJ548908.1.1441","MES",2.25452531485475,TRUE,454,33,0.190751445086705,8.94099302359944e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"LEfSe","LEfSe","HM798617.1.1456","MES",2.25501024084169,TRUE,408,33,0.190751445086705,8.36275168760803e-05,"Bacteria","Verrucomicrobia","Arctic97B-4",NA,NA,NA
"LEfSe","LEfSe","KJ759931.1.1814","MES",2.25745169149067,TRUE,364,21,0.121387283236994,7.9847832956347e-05,"Eukaryota","SAR","Rhizaria","Retaria","Polycystinea","Spumellaria"
"LEfSe","LEfSe","HQ673864.1.1444","MES",2.25840441206103,TRUE,482,66,0.38150289017341,9.9945183353215e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","DQ396207.1.1520","MES",2.25846418948224,TRUE,324,45,0.260115606936416,8.29869167404996e-05,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina"
"LEfSe","LEfSe","KJ761112.1.1799","MES",2.25895860978571,TRUE,446,43,0.248554913294798,8.66252749085855e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"LEfSe","LEfSe","EU795194.26094.27645","MES",2.25968789944298,TRUE,483,29,0.167630057803468,9.97379957314375e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces"
"LEfSe","LEfSe","JN166337.1.1461","MES",2.26037173089565,TRUE,1059,46,0.265895953757225,0.000191348112090707,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","JQ753203.1.1485","MES",2.26373199711941,TRUE,2318,138,0.797687861271676,0.000599303988929167,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"LEfSe","LEfSe","JN233037.1.1468","MES",2.26440647116986,TRUE,415,22,0.127167630057803,8.1007201016216e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured"
"LEfSe","LEfSe","LWDU01040116.143208.144688","MES",2.26453440942281,TRUE,359,36,0.208092485549133,8.27038603950813e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","HQ674171.1.1513","MES",2.26910656797854,TRUE,445,57,0.329479768786127,9.3453953530909e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"LEfSe","LEfSe","KC169795.1.1494","MES",2.26948082417826,TRUE,424,27,0.15606936416185,8.94727524812548e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella"
"LEfSe","LEfSe","HQ673599.1.1527","MES",2.2699580293603,TRUE,442,30,0.173410404624277,8.95027802349293e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ673968.1.1448","MES",2.270029860225,TRUE,524,85,0.491329479768786,0.000119293757487272,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","GQ337194.1.1446","MES",2.27049154221201,TRUE,501,63,0.364161849710983,0.000102721097600725,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","GQ337123.1.1475","MES",2.27150944976262,TRUE,566,43,0.248554913294798,0.000118649490828415,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","JQ221919.1.916","MES",2.27226708462137,TRUE,652,64,0.369942196531792,0.000131200947300444,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","DQ513039.1.1521","MES",2.27510599457285,TRUE,733,80,0.46242774566474,0.000153365691747975,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ673031.1.1480","MES",2.27586600793719,TRUE,391,35,0.202312138728324,8.4237508100621e-05,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina"
"LEfSe","LEfSe","HQ672441.1.1436","MES",2.27751320810938,TRUE,464,65,0.375722543352601,9.89493029493207e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","KJ757690.1.1807","MES",2.27766515892799,TRUE,389,32,0.184971098265896,8.52812271355701e-05,"Eukaryota","SAR","Rhizaria","Retaria","Polycystinea","Spumellaria"
"LEfSe","LEfSe","HQ672805.1.1482","MES",2.27928384862579,TRUE,359,31,0.179190751445087,8.36644064933205e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
